Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,KRAS.PROSTATE_UP.V1_DN,-0.7727272727272727,-1.119754685640166,0.3333333333333333,0.8478512336188593,1.0,2/2,24.63%,ABCB1;EPHB6
prerank,KRAS.300_UP.V1_DN,-0.7727272727272727,-1.119754685640166,0.3333333333333333,0.8478512336188593,1.0,2/2,24.63%,ABCB1;EPHB6
prerank,PRC2_EED_DN.V1_DN,0.8270676691729324,1.1179390215079177,0.3023255813953488,0.8444840200231036,1.0,1/1,17.91%,PTK2B
prerank,MYC_UP.V1_DN,0.8270676691729324,1.1179390215079177,0.3023255813953488,0.8444840200231036,1.0,1/1,17.91%,PTK2B
prerank,ALK_DN.V1_DN,0.8270676691729324,1.1179390215079177,0.3023255813953488,0.8444840200231036,1.0,1/1,17.91%,PTK2B
prerank,MTOR_UP.N4.V1_UP,0.8195488721804511,1.116489254870456,0.39215686274509803,0.817820562187139,1.0,1/1,18.66%,ITK
prerank,KRAS.LUNG_UP.V1_DN,-0.7892537848673946,-1.1094314874710036,0.38235294117647056,0.8543250462297102,1.0,1/2,8.96%,PIK3C2B
prerank,KRAS.DF.V1_DN,0.857142857142857,1.1,0.38636363636363635,0.841103640295015,1.0,1/1,14.93%,RET
prerank,E2F1_UP.V1_DN,0.6666666666666666,1.0974595842956116,0.3333333333333333,0.8160698241560774,1.0,2/2,34.33%,PSEN2;PDGFRA
prerank,RELA_DN.V1_DN,0.6742424242424242,1.0972602739726025,0.3888888888888889,0.7873782936355135,1.0,2/2,33.58%,DLK1;MST1R
prerank,BCAT_GDS748_UP,-0.7477631912802062,-1.08050661669179,0.3387096774193548,0.9182647430265758,1.0,1/2,17.91%,ABCB1
prerank,ESC_J1_UP_EARLY.V1_DN,0.6818181818181819,1.0752688172043012,0.4,0.8417271918526682,1.0,2/2,32.84%,MAPT;RIOK2
prerank,DCA_UP.V1_DN,0.8045112781954887,1.0737676056338032,0.40350877192982454,0.8174817096649981,1.0,1/1,20.15%,CHEK2
prerank,RAF_UP.V1_UP,-0.647005403503705,-1.0621100947610311,0.4375,0.9509114869316934,1.0,3/4,31.34%,EGFR;FYN;NR4A3
prerank,PGF_UP.V1_UP,0.7969924812030074,1.061000944287063,0.4716981132075472,0.825543120473996,1.0,1/1,20.90%,HIF1A
prerank,PDGF_ERK_DN.V1_UP,0.5877862595419849,1.0606060606060612,0.36666666666666664,0.8001419907585675,1.0,3/3,42.54%,MAP2;CHEK2;CDK6
prerank,RAF_UP.V1_DN,0.6590909090909092,1.054728091444406,0.37142857142857144,0.7773675507939024,1.0,2/2,35.07%,BCL2;JAK2
prerank,ERBB2_UP.V1_DN,0.6590909090909092,1.054728091444406,0.37142857142857144,0.7773675507939024,1.0,2/2,35.07%,BCL2;JAK2
prerank,KRAS.DF.V1_UP,-0.6982286855997222,-1.0484103166870744,0.3787878787878788,0.9637310887456235,1.0,1/2,14.93%,AKT3
prerank,JNK_DN.V1_DN,-0.6564885496183206,-1.0421591924176048,0.44285714285714284,0.9540742367669669,1.0,3/3,36.57%,BTK;SRC;EPHB1
prerank,KRAS.600.LUNG.BREAST_UP.V1_UP,-0.6515435533185974,-1.0392021986154918,0.4,0.9367328013275741,1.0,1/3,16.42%,AKT2
prerank,PRC2_SUZ12_UP.V1_UP,-0.7744360902255638,-1.033162743091095,0.40816326530612246,0.9287847038780489,1.0,1/1,23.88%,MYT1
prerank,PRC2_SUZ12_UP.V1_DN,0.46153846153846134,1.0304449648711937,0.45454545454545453,0.8263160789922438,1.0,4/4,55.22%,CHEK1;MAPT;SRD5A2;CCNE1
prerank,TBK1.DF_UP,-0.696969696969697,-1.0293799812172342,0.4444444444444444,0.9152467430381356,1.0,2/2,32.09%,ARAF;PTK6
prerank,STK33_UP,0.4732824427480917,1.0255639097744362,0.45454545454545453,0.8153638814016173,1.0,3/3,53.73%,JUN;NUAK1;AFF4
prerank,PRC1_BMI_UP.V1_UP,-0.651984549084285,-1.021976187601709,0.47058823529411764,0.911943097535015,1.0,2/3,23.88%,NR1I2;MYT1
prerank,BMI1_DN.V1_UP,-0.6530723044527877,-1.0165302279051343,0.4444444444444444,0.9075362398418626,1.0,2/3,32.84%,FGFR1;EPHA2
prerank,CYCLIN_D1_UP.V1_DN,-0.6269563563294936,-1.0038442415814322,0.47297297297297297,0.9161314169697814,1.0,1/3,18.66%,BRAF
prerank,SNF5_DN.V1_UP,0.5984848484848484,1.0006846970215684,0.40540540540540543,0.8572052992538168,1.0,2/2,41.04%,DLK1;CSF1R
prerank,NOTCH_DN.V1_DN,0.7142857142857143,0.9956709956709959,0.43478260869565216,0.8249755635200379,1.0,1/1,29.10%,DLK1
prerank,BMI1_DN_MEL18_DN.V1_DN,0.7142857142857143,0.9956709956709959,0.43478260869565216,0.8249755635200379,1.0,1/1,29.10%,DLK1
